food_type,base_safe_time,temperature_c,humidity_percent,time_since_cooked_min,packaging_type,sun_exposure,quantity_kg,safe_minutes_remaining
fried_snacks,140,36.5,49.8,101,sealed,outdoor_shaded,7.5,0.0
paneer_dish,95,37.2,93.6,85,semi_covered,outdoor_shaded,21.2,0.0
biryani,115,32.1,46.7,146,open,indoor_ac,24.6,0.0
dal,110,31.4,49.9,126,open,outdoor_direct_sun,8.8,0.0
paneer_dish,95,33.5,73.4,110,sealed,outdoor_shaded,17.8,0.0
samosa_kachori,135,28.8,67.8,49,semi_covered,outdoor_direct_sun,3.5,41.2
curry_gravy,100,34.2,88.6,142,semi_covered,outdoor_direct_sun,3.5,0.0
fried_snacks,140,24.6,55.1,69,open,outdoor_direct_sun,14.1,14.5
fried_rice,125,34.9,52.6,60,sealed,indoor_ac,17.7,24.9
biryani,115,26.5,79.3,55,semi_covered,outdoor_direct_sun,19.0,0.0
bread_items,170,31.1,39.9,147,open,outdoor_shaded,19.0,0.0
samosa_kachori,135,39.9,50.9,48,open,indoor_no_ac,4.8,20.3
paneer_dish,95,32.0,80.5,43,semi_covered,indoor_no_ac,21.0,0.0
bakery_cake,85,35.8,72.0,73,open,outdoor_direct_sun,8.5,0.0
curry_gravy,100,40.9,63.5,12,sealed,indoor_no_ac,20.0,29.0
chicken_curry,90,37.7,90.9,139,semi_covered,indoor_no_ac,20.1,0.0
fried_rice,125,28.3,79.2,96,semi_covered,indoor_no_ac,20.8,0.0
milk_based_dessert,55,32.6,91.7,98,open,indoor_no_ac,16.2,0.0
fried_snacks,140,33.4,41.3,142,open,outdoor_shaded,9.6,0.0
fish_curry,80,35.4,91.2,40,sealed,indoor_ac,5.7,0.0
dal,110,32.5,39.2,141,semi_covered,indoor_no_ac,4.0,0.0
paneer_dish,95,26.3,67.3,12,open,indoor_no_ac,13.7,24.4
bread_items,170,37.1,39.7,7,sealed,indoor_ac,12.3,132.6
bread_items,170,28.8,92.5,42,open,outdoor_direct_sun,11.4,40.5
samosa_kachori,135,33.3,61.2,44,semi_covered,indoor_ac,21.9,48.3
salad_cut_fruits,70,41.4,58.2,68,open,indoor_no_ac,18.7,0.0
bakery_cake,85,30.7,88.1,91,sealed,indoor_no_ac,16.1,0.0
raw_vegetable_salad,75,26.2,64.5,122,semi_covered,outdoor_shaded,9.4,0.0
milk_based_dessert,55,29.7,81.6,89,open,indoor_ac,17.0,0.0
paneer_dish,95,28.0,47.9,63,open,indoor_ac,11.9,0.0
biryani,115,24.3,84.6,38,sealed,indoor_no_ac,24.0,14.2
raw_vegetable_salad,75,41.9,72.7,136,semi_covered,indoor_no_ac,14.0,0.0
milk_based_dessert,55,38.2,80.2,47,semi_covered,indoor_ac,3.5,0.0
chicken_curry,90,40.8,51.4,17,sealed,indoor_no_ac,9.0,39.3
pasta,105,25.8,86.4,138,sealed,outdoor_shaded,14.8,0.0
pasta,105,33.4,56.9,16,open,outdoor_shaded,16.4,9.7
biryani,115,39.4,42.1,12,sealed,outdoor_shaded,10.1,55.5
fish_curry,80,37.5,76.0,64,open,indoor_no_ac,21.8,0.0
curry_gravy,100,36.3,76.8,44,sealed,outdoor_direct_sun,7.3,0.0
pizza,95,30.2,89.3,78,open,indoor_ac,10.7,0.0
fried_rice,125,29.0,36.5,149,semi_covered,outdoor_direct_sun,24.2,0.0
fish_curry,80,37.9,92.5,148,open,indoor_no_ac,14.2,0.0
pizza,95,26.0,83.9,56,open,outdoor_direct_sun,14.2,0.0
curry_gravy,100,29.3,89.9,76,semi_covered,indoor_no_ac,24.4,0.0
fish_curry,80,39.6,69.1,134,open,indoor_ac,22.8,0.0
dairy_sweets,60,27.8,73.4,53,semi_covered,indoor_ac,16.3,0.0
salad_cut_fruits,70,24.5,56.4,100,semi_covered,indoor_ac,3.1,0.0
fried_snacks,140,36.3,56.7,98,semi_covered,indoor_ac,10.1,0.0
paneer_dish,95,24.4,80.2,100,semi_covered,indoor_ac,17.4,0.0
bakery_cake,85,24.2,82.5,114,open,outdoor_shaded,12.1,0.0
fried_snacks,140,37.0,51.8,68,semi_covered,indoor_ac,22.9,24.8
bakery_cake,85,24.9,71.6,117,sealed,indoor_ac,12.2,0.0
rice_meal,120,37.2,49.6,101,semi_covered,indoor_ac,19.7,0.0
salad_cut_fruits,70,37.7,71.2,22,open,indoor_ac,23.6,0.0
fried_rice,125,29.1,50.7,113,semi_covered,indoor_ac,20.9,0.0
rice_meal,120,31.9,40.1,30,sealed,outdoor_direct_sun,22.4,38.1
rice_meal,120,30.9,87.5,119,semi_covered,outdoor_shaded,9.5,0.0
bread_items,170,37.7,36.1,28,sealed,outdoor_shaded,12.2,88.0
chicken_curry,90,33.4,42.1,41,sealed,indoor_ac,19.7,24.8
pasta,105,37.6,49.3,111,semi_covered,indoor_no_ac,19.9,0.0
curry_gravy,100,37.2,76.7,60,sealed,indoor_no_ac,15.7,0.0
salad_cut_fruits,70,25.3,58.8,124,open,outdoor_direct_sun,19.0,0.0
dairy_sweets,60,38.4,44.5,68,sealed,outdoor_direct_sun,10.6,0.0
salad_cut_fruits,70,29.8,68.4,57,semi_covered,indoor_ac,23.2,0.0
dairy_sweets,60,28.1,60.9,118,open,indoor_no_ac,18.3,0.0
raw_vegetable_salad,75,38.8,86.3,15,semi_covered,outdoor_shaded,14.0,0.0
samosa_kachori,135,40.6,84.8,85,open,indoor_no_ac,16.8,0.0
pasta,105,39.3,47.9,64,semi_covered,indoor_no_ac,23.1,0.0
raw_vegetable_salad,75,37.9,82.9,85,sealed,outdoor_shaded,21.2,0.0
dry_food_roti,180,26.5,82.1,83,sealed,indoor_no_ac,11.0,54.5
paneer_dish,95,39.6,41.5,9,open,indoor_no_ac,8.2,11.4
fried_snacks,140,25.0,68.3,103,open,outdoor_direct_sun,8.9,0.0
rice_meal,120,29.4,65.4,108,sealed,indoor_no_ac,24.9,0.0
pizza,95,41.9,35.9,88,sealed,outdoor_direct_sun,10.9,0.0
pizza,95,40.5,60.6,94,semi_covered,indoor_no_ac,19.8,0.0
samosa_kachori,135,38.8,66.5,30,semi_covered,outdoor_direct_sun,3.2,51.2
bakery_cake,85,40.8,93.8,80,open,indoor_no_ac,23.1,0.0
samosa_kachori,135,26.0,85.4,104,sealed,outdoor_direct_sun,8.6,0.0
raw_vegetable_salad,75,36.2,56.5,63,sealed,outdoor_shaded,4.7,0.0
fried_rice,125,26.3,85.2,67,semi_covered,outdoor_shaded,19.9,0.0
fried_rice,125,41.6,70.9,62,open,indoor_ac,4.5,0.0
dry_food_roti,180,39.7,41.8,101,sealed,indoor_no_ac,19.2,17.6
paneer_dish,95,30.1,51.4,137,semi_covered,outdoor_shaded,13.4,0.0
samosa_kachori,135,32.4,91.0,40,semi_covered,indoor_no_ac,22.3,21.1
fried_snacks,140,29.6,49.1,77,open,outdoor_direct_sun,20.5,11.0
pizza,95,36.1,87.2,134,sealed,indoor_no_ac,12.7,0.0
dry_food_roti,180,33.8,91.0,29,sealed,indoor_ac,18.2,75.9
dry_food_roti,180,39.9,82.7,73,semi_covered,outdoor_shaded,24.7,25.3
dairy_sweets,60,39.7,44.6,145,semi_covered,indoor_ac,12.7,0.0
milk_based_dessert,55,26.1,60.4,26,semi_covered,indoor_no_ac,22.1,0.0
bread_items,170,40.8,61.5,30,open,outdoor_direct_sun,7.0,56.0
dry_food_roti,180,38.4,77.1,103,semi_covered,indoor_ac,6.7,18.5
fried_snacks,140,39.1,42.3,22,open,outdoor_shaded,13.8,38.2
dry_food_roti,180,39.2,51.9,66,semi_covered,outdoor_shaded,3.6,58.5
dry_food_roti,180,25.3,64.3,104,open,indoor_ac,6.5,14.3
dairy_sweets,60,31.5,69.0,138,semi_covered,outdoor_shaded,21.6,0.0
biryani,115,28.4,63.4,127,semi_covered,outdoor_direct_sun,21.7,0.0
salad_cut_fruits,70,27.6,50.6,33,sealed,indoor_no_ac,9.8,18.9
pizza,95,30.4,67.5,142,open,outdoor_shaded,20.8,0.0
bread_items,170,24.7,86.0,113,sealed,indoor_no_ac,15.4,6.9
pizza,95,29.0,45.2,102,sealed,indoor_ac,8.0,0.0
noodles,110,36.4,72.9,111,semi_covered,outdoor_shaded,8.7,0.0
milk_based_dessert,55,29.9,81.2,21,sealed,outdoor_shaded,3.4,0.0
noodles,110,33.5,62.1,17,sealed,outdoor_direct_sun,16.4,41.0
bakery_cake,85,25.6,42.4,142,open,indoor_ac,4.1,0.0
curry_gravy,100,28.8,44.4,139,open,outdoor_direct_sun,18.4,0.0
biryani,115,30.2,64.0,44,open,indoor_no_ac,22.8,0.0
paneer_dish,95,38.1,73.1,54,open,indoor_ac,8.8,0.0
paneer_dish,95,34.4,37.7,91,open,outdoor_direct_sun,10.6,0.0
curry_gravy,100,39.2,86.4,23,open,indoor_no_ac,5.5,0.0
paneer_dish,95,34.3,45.5,84,sealed,indoor_ac,8.9,0.0
bread_items,170,29.7,44.0,59,open,indoor_ac,14.4,41.5
samosa_kachori,135,37.7,82.6,40,sealed,indoor_ac,4.1,51.8
pasta,105,24.5,65.6,119,sealed,indoor_ac,21.7,0.0
fish_curry,80,30.3,73.2,79,sealed,indoor_ac,20.2,0.0
fish_curry,80,35.8,86.2,67,open,outdoor_direct_sun,8.9,0.0
biryani,115,25.7,71.7,41,sealed,outdoor_shaded,24.4,29.4
dal,110,27.1,76.8,23,open,outdoor_shaded,20.6,0.0
samosa_kachori,135,38.0,65.4,126,semi_covered,indoor_no_ac,4.0,0.0
pizza,95,33.3,70.8,67,open,outdoor_shaded,24.6,0.0
paneer_dish,95,29.7,79.5,59,semi_covered,outdoor_direct_sun,4.3,0.0
bread_items,170,41.1,37.8,142,open,indoor_no_ac,17.7,0.0
curry_gravy,100,34.6,77.8,73,open,outdoor_direct_sun,8.0,0.0
bakery_cake,85,28.8,80.2,95,open,indoor_ac,11.0,0.0
noodles,110,38.8,67.4,18,semi_covered,outdoor_direct_sun,4.0,8.5
bakery_cake,85,28.1,67.9,122,open,indoor_ac,24.8,0.0
fried_rice,125,38.8,68.4,89,semi_covered,indoor_no_ac,16.7,0.0
salad_cut_fruits,70,42.0,92.6,58,open,indoor_ac,15.0,0.0
noodles,110,39.6,45.2,133,open,indoor_ac,14.7,0.0
bread_items,170,38.2,37.9,29,open,outdoor_direct_sun,7.4,64.7
curry_gravy,100,38.9,53.3,136,open,indoor_no_ac,12.7,0.0
noodles,110,30.1,92.0,58,sealed,outdoor_direct_sun,3.2,0.0
dal,110,30.4,41.7,81,open,outdoor_direct_sun,9.1,0.0
fried_rice,125,28.4,79.8,60,sealed,outdoor_shaded,23.4,0.0
bakery_cake,85,24.6,57.8,42,open,outdoor_shaded,5.1,0.0
fried_snacks,140,32.3,42.0,70,semi_covered,indoor_no_ac,15.1,19.9
rice_meal,120,28.9,71.6,24,semi_covered,indoor_no_ac,19.1,44.7
samosa_kachori,135,41.7,35.5,43,semi_covered,outdoor_direct_sun,8.9,41.9
chicken_curry,90,35.3,58.8,99,open,indoor_ac,7.8,0.0
rice_meal,120,32.7,82.4,34,open,indoor_ac,3.2,2.2
fried_rice,125,34.0,58.1,66,sealed,outdoor_shaded,6.0,4.9
biryani,115,37.1,94.8,137,sealed,indoor_ac,9.9,0.0
bread_items,170,39.1,60.8,21,open,outdoor_direct_sun,17.8,51.9
pasta,105,25.4,73.6,7,sealed,outdoor_direct_sun,6.0,46.0
paneer_dish,95,34.6,77.9,60,semi_covered,indoor_ac,7.5,0.0
rice_meal,120,39.7,78.5,118,sealed,indoor_ac,19.5,0.0
salad_cut_fruits,70,31.1,57.4,45,open,outdoor_shaded,18.0,0.0
dal,110,28.6,62.6,136,open,indoor_no_ac,7.0,0.0
bakery_cake,85,37.0,83.5,90,sealed,outdoor_direct_sun,11.8,0.0
pizza,95,24.0,46.8,97,open,outdoor_shaded,4.6,0.0
fried_snacks,140,28.5,50.7,53,open,indoor_no_ac,17.2,36.7
rice_meal,120,29.5,83.0,68,sealed,outdoor_shaded,16.9,0.0
bread_items,170,32.8,89.2,51,semi_covered,indoor_ac,5.1,72.5
samosa_kachori,135,24.3,43.2,64,semi_covered,indoor_ac,4.9,35.4
dry_food_roti,180,40.6,41.6,26,open,outdoor_shaded,17.2,70.9
dairy_sweets,60,33.2,75.1,35,sealed,outdoor_direct_sun,24.4,0.0
raw_vegetable_salad,75,40.2,86.0,130,semi_covered,indoor_ac,6.1,0.0
bakery_cake,85,39.8,35.4,7,sealed,indoor_ac,7.8,44.0
pizza,95,32.2,93.2,71,open,indoor_ac,23.6,0.0
fried_snacks,140,34.6,38.2,96,sealed,outdoor_direct_sun,13.4,0.0
raw_vegetable_salad,75,24.4,91.8,121,semi_covered,indoor_no_ac,9.7,0.0
milk_based_dessert,55,36.4,52.5,59,sealed,outdoor_direct_sun,22.5,0.0
raw_vegetable_salad,75,37.0,71.7,13,semi_covered,indoor_ac,18.8,0.0
pizza,95,26.0,81.0,104,open,indoor_ac,3.4,0.0
samosa_kachori,135,25.3,91.9,6,sealed,outdoor_direct_sun,6.9,74.0
dairy_sweets,60,35.8,46.1,78,open,outdoor_direct_sun,14.1,0.0
curry_gravy,100,30.8,88.8,30,open,outdoor_direct_sun,19.5,0.0
raw_vegetable_salad,75,31.8,50.2,31,sealed,outdoor_direct_sun,17.4,0.0
fried_snacks,140,39.6,53.5,64,sealed,outdoor_direct_sun,5.0,13.1
fish_curry,80,32.6,43.6,112,semi_covered,outdoor_direct_sun,16.1,0.0
biryani,115,28.5,82.8,76,semi_covered,outdoor_direct_sun,21.5,0.0
paneer_dish,95,30.8,68.9,125,open,outdoor_shaded,15.9,0.0
fried_rice,125,28.7,84.5,126,open,indoor_no_ac,13.8,0.0
fish_curry,80,28.6,63.6,142,semi_covered,outdoor_direct_sun,14.3,0.0
noodles,110,38.6,94.6,148,semi_covered,indoor_ac,4.3,0.0
dry_food_roti,180,26.0,66.3,74,semi_covered,outdoor_direct_sun,23.8,39.4
noodles,110,39.3,84.5,136,semi_covered,indoor_ac,24.5,0.0
noodles,110,36.0,60.6,104,sealed,outdoor_shaded,18.4,0.0
dry_food_roti,180,33.2,88.9,150,semi_covered,outdoor_direct_sun,6.4,0.0
pizza,95,40.8,53.6,69,open,indoor_ac,9.0,0.0
milk_based_dessert,55,36.3,94.9,66,sealed,outdoor_shaded,8.0,0.0
curry_gravy,100,39.3,77.4,5,open,outdoor_direct_sun,7.7,3.1
rice_meal,120,28.8,85.4,16,sealed,indoor_no_ac,8.6,68.4
dal,110,34.6,75.5,87,semi_covered,indoor_ac,18.6,0.0
bread_items,170,33.2,91.6,135,open,outdoor_direct_sun,17.6,0.0
fish_curry,80,29.0,45.0,29,sealed,indoor_no_ac,21.4,9.0
milk_based_dessert,55,29.5,39.2,85,sealed,indoor_no_ac,7.4,0.0
dairy_sweets,60,39.1,48.3,89,semi_covered,indoor_no_ac,24.7,0.0
paneer_dish,95,34.5,87.4,66,open,outdoor_shaded,15.3,0.0
bakery_cake,85,27.6,52.5,100,open,outdoor_direct_sun,17.9,0.0
bread_items,170,32.1,63.1,29,open,outdoor_shaded,17.2,62.1
bread_items,170,39.7,41.6,22,semi_covered,outdoor_direct_sun,7.3,70.9
raw_vegetable_salad,75,41.0,59.7,64,open,indoor_ac,12.8,0.0
dairy_sweets,60,30.3,76.5,147,open,outdoor_shaded,11.0,0.0
samosa_kachori,135,32.3,74.4,27,semi_covered,outdoor_shaded,17.9,48.7
dairy_sweets,60,40.1,83.4,27,semi_covered,indoor_ac,20.4,0.0
dal,110,30.2,62.9,149,sealed,outdoor_direct_sun,20.1,0.0
fried_rice,125,39.6,90.2,65,open,outdoor_direct_sun,15.1,0.0
salad_cut_fruits,70,33.0,64.3,48,semi_covered,indoor_no_ac,18.6,0.0
noodles,110,33.9,82.7,131,sealed,outdoor_shaded,23.7,0.0
biryani,115,28.7,80.1,67,sealed,outdoor_shaded,15.2,9.4
biryani,115,30.6,84.3,61,semi_covered,outdoor_direct_sun,4.5,0.0
dal,110,26.7,93.6,104,semi_covered,indoor_ac,20.2,0.0
bakery_cake,85,35.8,79.1,118,semi_covered,outdoor_shaded,24.1,0.0
bakery_cake,85,30.2,46.0,36,semi_covered,outdoor_shaded,7.7,7.8
fried_snacks,140,31.2,86.1,9,sealed,outdoor_direct_sun,9.2,76.8
fried_snacks,140,33.1,71.4,48,sealed,indoor_ac,3.7,53.9
pizza,95,35.7,82.8,113,open,indoor_ac,24.6,0.0
pasta,105,35.8,40.9,26,sealed,indoor_no_ac,7.3,40.8
milk_based_dessert,55,28.9,77.4,140,open,indoor_no_ac,14.8,0.0
dairy_sweets,60,37.2,54.7,123,sealed,indoor_ac,12.3,0.0
chicken_curry,90,32.6,39.7,139,open,outdoor_direct_sun,13.7,0.0
pasta,105,39.9,66.8,150,open,indoor_no_ac,16.2,0.0
bakery_cake,85,35.8,48.2,70,semi_covered,indoor_ac,5.6,0.0
fish_curry,80,35.5,90.9,93,open,indoor_ac,9.5,0.0
dal,110,31.8,57.2,49,open,outdoor_direct_sun,18.7,0.0
milk_based_dessert,55,32.8,45.8,150,sealed,outdoor_direct_sun,8.4,0.0
fried_snacks,140,38.6,56.8,115,open,outdoor_direct_sun,9.8,0.0
noodles,110,35.7,58.0,113,open,indoor_no_ac,8.3,0.0
noodles,110,33.9,42.5,96,semi_covered,indoor_no_ac,5.5,0.0
dairy_sweets,60,39.0,84.0,136,semi_covered,indoor_ac,19.0,0.0
curry_gravy,100,36.1,52.2,103,semi_covered,outdoor_shaded,20.6,0.0
paneer_dish,95,30.2,73.0,149,semi_covered,indoor_ac,12.2,0.0
dal,110,37.9,88.8,14,sealed,outdoor_direct_sun,17.4,5.9
samosa_kachori,135,32.5,88.3,123,open,outdoor_shaded,20.8,0.0
pasta,105,30.2,80.5,40,open,indoor_ac,16.2,0.0
samosa_kachori,135,30.2,65.5,118,sealed,outdoor_direct_sun,22.0,0.0
chicken_curry,90,31.1,90.0,139,semi_covered,indoor_ac,16.1,0.0
pasta,105,39.4,52.4,30,sealed,indoor_no_ac,18.3,16.0
chicken_curry,90,41.8,78.4,124,semi_covered,indoor_no_ac,24.9,0.0
pasta,105,38.6,94.6,147,semi_covered,outdoor_direct_sun,17.7,0.0
noodles,110,24.9,89.2,54,open,outdoor_direct_sun,17.1,0.0
dairy_sweets,60,39.3,94.1,69,open,outdoor_shaded,10.0,0.0
noodles,110,25.1,84.9,63,semi_covered,indoor_ac,23.3,0.0
milk_based_dessert,55,26.8,71.3,71,open,outdoor_shaded,9.9,0.0
bakery_cake,85,25.8,84.3,118,sealed,outdoor_shaded,16.0,0.0
fried_rice,125,26.2,41.2,134,sealed,indoor_no_ac,23.8,0.0
curry_gravy,100,41.8,42.6,127,sealed,outdoor_shaded,8.2,0.0
salad_cut_fruits,70,28.6,41.0,56,open,indoor_ac,17.5,0.0
chicken_curry,90,34.2,48.7,97,semi_covered,indoor_no_ac,5.4,0.0
biryani,115,27.4,41.6,131,sealed,outdoor_shaded,8.8,0.0
salad_cut_fruits,70,30.5,78.6,32,sealed,indoor_ac,24.3,0.0
biryani,115,39.6,59.0,137,semi_covered,indoor_no_ac,13.1,0.0
pasta,105,38.9,86.5,11,sealed,outdoor_shaded,20.4,24.4
pasta,105,35.9,47.3,128,sealed,outdoor_direct_sun,12.6,0.0
samosa_kachori,135,28.6,55.6,104,semi_covered,outdoor_shaded,3.9,0.0
pizza,95,29.6,39.0,98,sealed,indoor_ac,5.0,0.0
milk_based_dessert,55,32.0,47.7,59,sealed,outdoor_direct_sun,17.4,0.0
dry_food_roti,180,36.3,75.2,90,open,outdoor_direct_sun,17.4,0.0
biryani,115,33.5,55.4,70,sealed,indoor_no_ac,9.8,11.4
pizza,95,27.3,61.6,59,semi_covered,outdoor_shaded,12.8,0.0
biryani,115,41.2,48.6,43,semi_covered,outdoor_direct_sun,22.7,0.0
chicken_curry,90,34.7,81.3,28,sealed,outdoor_direct_sun,14.2,0.0
biryani,115,27.0,51.8,33,sealed,outdoor_direct_sun,15.3,41.4
dry_food_roti,180,36.6,42.8,132,sealed,outdoor_direct_sun,23.0,0.0
dry_food_roti,180,40.8,93.0,59,semi_covered,outdoor_direct_sun,3.4,36.3
chicken_curry,90,26.5,44.6,51,semi_covered,indoor_ac,21.6,0.0
salad_cut_fruits,70,39.5,82.9,115,sealed,outdoor_shaded,23.7,0.0
salad_cut_fruits,70,31.8,92.7,140,open,indoor_no_ac,15.3,0.0
samosa_kachori,135,31.3,35.1,74,sealed,indoor_ac,10.2,37.6
noodles,110,36.8,85.0,87,open,outdoor_direct_sun,4.3,0.0
paneer_dish,95,26.9,81.7,66,sealed,indoor_ac,4.8,0.0
bread_items,170,37.6,52.4,65,open,indoor_ac,16.1,31.5
milk_based_dessert,55,40.5,92.8,5,semi_covered,outdoor_direct_sun,3.1,0.0
milk_based_dessert,55,26.4,79.9,10,sealed,indoor_ac,23.9,0.0
fried_snacks,140,27.3,60.7,133,sealed,indoor_no_ac,21.3,0.0
samosa_kachori,135,40.4,60.1,60,sealed,indoor_no_ac,3.9,16.1
milk_based_dessert,55,33.1,40.3,113,sealed,outdoor_direct_sun,7.2,0.0
pizza,95,25.8,61.2,90,sealed,outdoor_shaded,12.6,0.0
milk_based_dessert,55,29.3,52.9,8,semi_covered,indoor_no_ac,5.2,7.7
paneer_dish,95,29.1,87.5,140,open,indoor_ac,5.8,0.0
fish_curry,80,30.4,88.9,46,sealed,outdoor_shaded,15.0,0.0
dry_food_roti,180,36.7,42.0,90,sealed,indoor_ac,18.4,41.2
raw_vegetable_salad,75,30.3,40.9,92,sealed,outdoor_shaded,24.7,0.0
milk_based_dessert,55,40.0,36.1,103,sealed,indoor_no_ac,13.5,0.0
biryani,115,26.4,64.6,74,sealed,outdoor_shaded,23.9,1.3
paneer_dish,95,25.2,40.9,101,sealed,indoor_ac,3.2,0.0
fried_snacks,140,30.0,81.0,23,semi_covered,outdoor_direct_sun,16.1,29.4
dairy_sweets,60,37.4,85.9,139,open,outdoor_direct_sun,14.5,0.0
biryani,115,39.9,47.7,82,semi_covered,outdoor_shaded,4.7,0.0
dairy_sweets,60,34.7,92.3,5,open,indoor_ac,7.0,0.0
milk_based_dessert,55,31.0,68.1,80,open,indoor_ac,11.4,0.0
pizza,95,26.5,67.6,91,sealed,outdoor_direct_sun,13.9,0.0
bread_items,170,41.6,52.2,116,open,indoor_no_ac,15.7,0.0
bakery_cake,85,37.8,38.8,118,semi_covered,outdoor_direct_sun,22.4,0.0
dairy_sweets,60,36.0,70.3,34,open,indoor_no_ac,10.8,0.0
dairy_sweets,60,41.8,54.2,133,sealed,outdoor_shaded,17.7,0.0
dairy_sweets,60,29.7,81.1,14,semi_covered,outdoor_direct_sun,22.2,0.0
fried_snacks,140,42.0,80.9,39,sealed,outdoor_shaded,18.5,30.6
bread_items,170,25.9,90.2,42,open,indoor_ac,3.7,56.5
pizza,95,24.3,51.7,29,open,outdoor_direct_sun,8.8,21.6
milk_based_dessert,55,28.7,55.0,123,semi_covered,indoor_no_ac,14.1,0.0
dairy_sweets,60,29.2,47.3,83,semi_covered,indoor_no_ac,15.2,0.0
pizza,95,35.7,85.4,97,semi_covered,outdoor_shaded,5.3,0.0
milk_based_dessert,55,33.9,76.1,39,sealed,indoor_no_ac,4.7,0.0
fried_snacks,140,39.5,44.1,101,open,indoor_ac,13.7,0.0
chicken_curry,90,34.6,76.2,26,semi_covered,indoor_ac,18.6,0.0
fried_snacks,140,38.6,94.1,59,semi_covered,indoor_ac,5.7,28.3
bakery_cake,85,40.2,66.7,128,semi_covered,outdoor_direct_sun,9.8,0.0
fish_curry,80,41.3,79.9,106,sealed,indoor_no_ac,3.2,0.0
rice_meal,120,35.9,46.2,60,open,outdoor_shaded,6.6,0.0
fish_curry,80,30.9,66.4,53,semi_covered,indoor_ac,5.8,0.0
milk_based_dessert,55,35.2,43.2,149,sealed,outdoor_shaded,22.9,0.0
fish_curry,80,37.7,49.4,98,open,outdoor_direct_sun,24.6,0.0
raw_vegetable_salad,75,24.0,38.3,96,open,outdoor_shaded,8.2,0.0
chicken_curry,90,38.3,77.7,117,open,outdoor_direct_sun,15.3,0.0
raw_vegetable_salad,75,39.0,81.6,31,open,indoor_no_ac,12.7,0.0
fried_snacks,140,33.9,82.9,96,open,outdoor_direct_sun,14.4,0.0
noodles,110,40.4,54.0,7,semi_covered,indoor_no_ac,11.0,59.2
bread_items,170,29.0,90.7,25,sealed,indoor_no_ac,11.2,101.2
dairy_sweets,60,32.7,38.3,29,open,outdoor_direct_sun,23.6,0.0
bakery_cake,85,39.3,35.4,110,semi_covered,outdoor_shaded,6.7,0.0
noodles,110,32.8,43.8,121,semi_covered,indoor_no_ac,5.9,0.0
rice_meal,120,38.4,78.4,55,semi_covered,outdoor_shaded,10.4,0.0
noodles,110,25.1,81.7,42,semi_covered,outdoor_direct_sun,23.7,0.0
chicken_curry,90,26.6,50.5,127,sealed,indoor_no_ac,5.7,0.0
pasta,105,26.5,77.6,18,open,outdoor_direct_sun,9.3,32.0
salad_cut_fruits,70,38.8,41.9,121,semi_covered,indoor_no_ac,4.0,0.0
pizza,95,36.5,77.2,45,semi_covered,outdoor_direct_sun,23.9,0.0
raw_vegetable_salad,75,24.3,90.6,24,open,indoor_ac,5.5,0.0
paneer_dish,95,41.0,36.8,29,sealed,outdoor_direct_sun,12.6,9.0
samosa_kachori,135,35.4,94.3,113,open,outdoor_direct_sun,16.7,0.0
bakery_cake,85,31.0,44.5,7,semi_covered,outdoor_shaded,21.4,20.1
dry_food_roti,180,30.3,56.1,79,open,outdoor_shaded,12.4,41.4
noodles,110,38.1,94.1,60,open,indoor_ac,17.7,0.0
biryani,115,33.3,78.6,25,semi_covered,outdoor_shaded,17.4,3.4
noodles,110,38.1,74.1,150,sealed,outdoor_shaded,10.9,0.0
bakery_cake,85,39.6,42.9,149,semi_covered,outdoor_shaded,11.7,0.0
pasta,105,26.5,35.7,149,open,outdoor_direct_sun,14.7,0.0
paneer_dish,95,41.9,58.3,82,open,indoor_no_ac,10.0,0.0
rice_meal,120,35.6,53.8,38,semi_covered,indoor_no_ac,10.7,18.5
salad_cut_fruits,70,39.0,48.7,65,semi_covered,indoor_ac,12.9,0.0
fried_snacks,140,31.1,75.2,106,open,outdoor_direct_sun,13.2,0.0
fried_rice,125,27.7,51.9,53,sealed,outdoor_direct_sun,16.6,39.4
curry_gravy,100,38.5,83.9,140,open,indoor_no_ac,24.6,0.0
rice_meal,120,40.4,78.9,107,open,outdoor_direct_sun,23.7,0.0
salad_cut_fruits,70,35.2,44.7,21,semi_covered,outdoor_shaded,19.9,0.0
chicken_curry,90,34.6,83.4,133,semi_covered,outdoor_direct_sun,24.7,0.0
paneer_dish,95,35.6,79.8,11,open,indoor_ac,23.5,0.0
fish_curry,80,38.9,89.3,122,open,outdoor_shaded,5.1,0.0
biryani,115,27.9,61.0,30,open,indoor_no_ac,21.6,39.1
rice_meal,120,26.0,48.9,60,open,outdoor_shaded,16.3,0.0
salad_cut_fruits,70,37.6,48.4,106,open,outdoor_shaded,17.7,0.0
biryani,115,40.6,59.2,107,semi_covered,indoor_ac,19.3,0.0
raw_vegetable_salad,75,24.8,90.4,130,semi_covered,indoor_no_ac,12.4,0.0
biryani,115,40.9,67.2,141,sealed,outdoor_direct_sun,13.2,0.0
milk_based_dessert,55,40.7,65.3,79,open,outdoor_direct_sun,15.6,0.0
samosa_kachori,135,33.0,88.7,68,sealed,indoor_no_ac,4.3,26.0
biryani,115,41.7,77.2,66,semi_covered,outdoor_shaded,4.2,0.0
fried_snacks,140,40.2,73.8,105,open,indoor_ac,23.4,0.0
pasta,105,37.7,45.7,83,sealed,outdoor_shaded,15.7,0.0
noodles,110,39.0,59.2,33,sealed,indoor_ac,22.1,23.9
